tool,mode,threshold,t_wall,t_cpu,timeout,mc time,states,lower_bound,trans,prob,prob LP,heur_iter,info (total states:1805)
fark,y exact,0.3100000000000001,61.56632614135742,244.86301169000035,False,-,162,162.0,-,0.31233436900568873,0.3100000000000001,-,-
fark,z exact,0.3100000000000001,13.772989273071289,54.22433136200107,False,-,162,162.0,-,0.31233436900568873,0.3100000000000001,-,-
comics,global,0.3100000000000001,0.13207,-,-,-,310,-,-,0.315825,-,-,-
comics,local,0.3100000000000001,0.035508,-,-,-,174,-,-,0.314474,-,-,-
fark,y form,0.3200000000000001,0.1554417610168457,0.15545519999977842,False,-,490,-,-,0.3540537441917584,0.3200000000000002,1,-
fark,z form,0.3200000000000001,0.14239192008972168,0.1420139959991502,False,-,219,-,-,0.32037562806611053,0.3200000000000001,1,-
fark,y form,0.3200000000000001,0.29639410972595215,0.29637935499886225,False,-,245,-,-,0.326314834250297,0.32000000000000006,2,-
fark,z form,0.3200000000000001,0.27486610412597656,0.274870743000065,False,-,219,-,-,0.32037562806611053,0.3200000000000001,2,-
fark,y form,0.3200000000000001,0.4428107738494873,0.4428087760006747,False,-,245,-,-,0.326314834250297,0.32000000000000006,3,-
fark,z form,0.3200000000000001,0.4105567932128906,0.4105788130000292,False,-,219,-,-,0.32037562806611053,0.3200000000000001,3,-
fark,y form,0.3200000000000001,0.57686448097229,0.5768879360002757,False,-,245,-,-,0.326314834250297,0.32000000000000006,4,-
fark,z form,0.3200000000000001,0.5516090393066406,0.5512978189999558,False,-,219,-,-,0.32037562806611053,0.3200000000000001,4,-
fark,y form,0.3200000000000001,0.713392972946167,0.7134168930006126,False,-,245,-,-,0.326314834250297,0.32000000000000006,5,-
fark,z form,0.3200000000000001,0.6850688457489014,0.6850395740002568,False,-,219,-,-,0.32037562806611053,0.3200000000000001,5,-
fark,y exact,0.3200000000000001,57.09502577781677,226.98405563899905,False,-,176,176.0,-,0.32220595678883207,0.3200000000000001,-,-
fark,z exact,0.3200000000000001,39.771257638931274,158.20531172099982,False,-,176,176.0,-,0.32220595678883207,0.3200000000000001,-,-
comics,global,0.3200000000000001,0.217973,-,-,-,322,-,-,0.325521,-,-,-
comics,local,0.3200000000000001,0.037746,-,-,-,177,-,-,0.322206,-,-,-
fark,y form,0.3300000000000001,0.15628981590270996,0.15629941899896949,False,-,490,-,-,0.3540537441917584,0.3300000000000001,1,-
fark,z form,0.3300000000000001,0.14208698272705078,0.14208909899934952,False,-,251,-,-,0.3495066393494896,0.3300000000000001,1,-
fark,y form,0.3300000000000001,0.2931554317474365,0.2931596529997478,False,-,254,-,-,0.33180489865216317,0.3300000000000001,2,-
fark,z form,0.3300000000000001,0.27339863777160645,0.273384009999063,False,-,229,-,-,0.33315830197178453,0.3300000000000001,2,-
fark,y form,0.3300000000000001,0.4380950927734375,0.43809309099924576,False,-,254,-,-,0.33180489865216317,0.3300000000000001,3,-
fark,z form,0.3300000000000001,0.41254162788391113,0.412557599000138,False,-,227,-,-,0.33170749427578516,0.3300000000000001,3,-
fark,y form,0.3300000000000001,0.5660383701324463,0.566043595001247,False,-,254,-,-,0.33180489865216317,0.3300000000000001,4,-
fark,z form,0.3300000000000001,0.5533714294433594,0.5533517980002216,False,-,227,-,-,0.33170749427578516,0.3300000000000001,4,-
fark,y form,0.3300000000000001,0.70979905128479,0.7098109650014521,False,-,254,-,-,0.33180489865216317,0.3300000000000001,5,-
fark,z form,0.3300000000000001,0.686699628829956,0.6867047110008571,False,-,227,-,-,0.33170749427578516,0.3300000000000001,5,-
fark,y exact,0.3300000000000001,162.13153767585754,647.0908530699999,False,-,191,191.0,-,0.3309416959203849,0.3300000000000001,-,-
fark,z exact,0.3300000000000001,215.13689422607422,859.625442610999,False,-,191,191.0,-,0.3309416959203849,0.3300000000000001,-,-
comics,global,0.3300000000000001,0.368691,-,-,-,346,-,-,0.336977,-,-,-
comics,local,0.3300000000000001,0.045934,-,-,-,204,-,-,0.330801,-,-,-
fark,y form,0.34000000000000014,0.15558433532714844,0.15559587399911834,False,-,490,-,-,0.3540537441917584,0.34000000000000014,1,-
fark,z form,0.34000000000000014,0.1411914825439453,0.14119797699822811,False,-,251,-,-,0.3495066393494896,0.34000000000000014,1,-
fark,y form,0.34000000000000014,0.29886841773986816,0.2988730939996458,False,-,299,-,-,0.34089105798921854,0.34000000000000014,2,-
fark,z form,0.34000000000000014,0.2771754264831543,0.2771900080006162,False,-,232,-,-,0.34029018542301653,0.34000000000000014,2,-
fark,y form,0.34000000000000014,0.44300341606140137,0.4430112569989433,False,-,296,-,-,0.3401590806083268,0.3400000000000002,3,-
fark,z form,0.34000000000000014,0.4071216583251953,0.40713088200027414,False,-,232,-,-,0.34029018542301653,0.34000000000000014,3,-
fark,y form,0.34000000000000014,0.5747623443603516,0.5747730489983951,False,-,296,-,-,0.3401590806083268,0.34000000000000014,4,-
fark,z form,0.34000000000000014,0.5434927940368652,0.5435018509997462,False,-,232,-,-,0.34029018542301653,0.34000000000000014,4,-
fark,y form,0.34000000000000014,0.7067863941192627,0.7067666160000954,False,-,296,-,-,0.3401590806083268,0.34000000000000014,5,-
fark,z form,0.34000000000000014,0.688626766204834,0.688573338000424,False,-,232,-,-,0.34029018542301653,0.34000000000000014,5,-
fark,y exact,0.34000000000000014,391.614057302475,1564.9620986549999,False,-,204,204.0,-,0.34156503455622245,0.34000000000000014,-,-
fark,z exact,0.34000000000000014,603.2374768257141,2411.919704651,False,-,204,204.0,-,0.34156503455622245,0.34000000000000014,-,-
comics,global,0.34000000000000014,0.369848,-,-,-,351,-,-,0.345381,-,-,-
comics,local,0.34000000000000014,0.05241,-,-,-,220,-,-,0.342548,-,-,-
fark,y form,0.35000000000000014,0.15555882453918457,0.15557173299930582,False,-,490,-,-,0.3540537441917584,0.3500000000000002,1,-
fark,z form,0.35000000000000014,0.14193129539489746,0.1419393529995432,False,-,283,-,-,0.38186256492213255,0.35000000000000014,1,-
fark,y form,0.35000000000000014,0.30075931549072266,0.30035670200049935,False,-,333,-,-,0.35022951822443216,0.35000000000000014,2,-
fark,z form,0.35000000000000014,0.2769927978515625,0.2770051589996001,False,-,264,-,-,0.3669418757539191,0.35000000000000014,2,-
fark,y form,0.35000000000000014,0.4499955177307129,0.4500048339996283,False,-,333,-,-,0.35022951822443216,0.35000000000000014,3,-
fark,z form,0.35000000000000014,0.4145793914794922,0.4145939760001056,False,-,262,-,-,0.3606024237998631,0.35000000000000014,3,-
fark,y form,0.35000000000000014,0.5868330001831055,0.58683236700017,False,-,333,-,-,0.35022951822443216,0.35000000000000014,4,-
fark,z form,0.35000000000000014,0.5539500713348389,0.5539641710001888,False,-,262,-,-,0.3606024237998631,0.35000000000000014,4,-
fark,y form,0.35000000000000014,0.7234628200531006,0.7234868460000143,False,-,333,-,-,0.35022951822443216,0.35000000000000014,5,-
fark,z form,0.35000000000000014,0.6840927600860596,0.6840964219991292,False,-,262,-,-,0.3606024237998631,0.35000000000000014,5,-
