tool,mode,threshold,t_wall,t_cpu,timeout,mc time,states,lower_bound,trans,prob,prob LP,heur_iter,info (total states:15875)
fark,y form,1.7000000000000003e-05,13.904592752456665,40.59021726704668,False,-,9879,-,-,1.7001495668660995e-05,1.7000000000000003e-05,5,-
fark,z form,1.7000000000000003e-05,13.781817197799683,38.22472015104722,False,-,14832,-,-,1.700181442802058e-05,1.7000000000000003e-05,5,-
fark,y exact,1.7000000000000003e-05,1802.9161846637726,7185.670016137068,True,-,9409,6474.0,-,1.7000493705869525e-05,1.7000000000000003e-05,-,-
fark,z exact,1.7000000000000003e-05,1801.9319787025452,7177.1293706090655,True,-,9408,1984.0,-,1.7004181288352784e-05,1.7000000000000003e-05,-,-
comics,global,1.7000000000000003e-05,39.6839,-,-,-,11712,-,-,1.70089e-05,-,-,-
comics,local,1.7000000000000003e-05,119.753,-,-,-,15868,-,-,1.75222e-05,-,-,-
fark,y form,1.8000000000000004e-05,1.7200169563293457,3.380577686941251,False,-,15863,-,-,2.5586418975394426e-05,1.8000000000000004e-05,1,-
fark,z form,1.8000000000000004e-05,1.7294895648956299,4.0283992029726505,False,-,15872,-,-,1.8215588104061185e-05,1.8000000000000004e-05,1,-
fark,y form,1.8000000000000004e-05,4.5941431522369385,11.965408818097785,False,-,10752,-,-,1.800446129209116e-05,1.8000000000000004e-05,2,-
fark,z form,1.8000000000000004e-05,4.343414783477783,10.994530451949686,False,-,15703,-,-,1.801261055636729e-05,1.8000000000000004e-05,2,-
fark,y form,1.8000000000000004e-05,8.262285470962524,23.80119729996659,False,-,10752,-,-,1.800446129209116e-05,1.8000000000000004e-05,3,-
fark,z form,1.8000000000000004e-05,6.54542350769043,16.260630713077262,False,-,15703,-,-,1.801261055636729e-05,1.8000000000000004e-05,3,-
fark,y form,1.8000000000000004e-05,12.530951023101807,37.98253290401772,False,-,10752,-,-,1.800446129209116e-05,1.8000000000000004e-05,4,-
fark,z form,1.8000000000000004e-05,9.51828384399414,24.653550783055834,False,-,15703,-,-,1.801261055636729e-05,1.8000000000000004e-05,4,-
fark,y form,1.8000000000000004e-05,14.065181255340576,41.21177054697182,False,-,10752,-,-,1.800446129209116e-05,1.8000000000000004e-05,5,-
fark,z form,1.8000000000000004e-05,11.935863256454468,30.774374884087592,False,-,15703,-,-,1.801261055636729e-05,1.8000000000000004e-05,5,-
fark,y exact,1.8000000000000004e-05,1803.0413303375244,7186.280733990949,True,-,10276,6756.0,-,1.8000316903367135e-05,1.8000000000000004e-05,-,-
fark,z exact,1.8000000000000004e-05,1804.9103174209595,7188.944990356918,True,-,10271,2936.0,-,1.8006584519923393e-05,1.8000000000000004e-05,-,-
comics,global,1.8000000000000004e-05,42.4933,-,-,-,12216,-,-,1.8004e-05,-,-,-
comics,local,1.8000000000000004e-05,118.372,-,-,-,15875,-,-,2.02617e-05,-,-,-
fark,y form,1.9000000000000004e-05,1.7280247211456299,3.38429232488852,False,-,15863,-,-,2.5586418975394426e-05,1.9000000000000004e-05,1,-
fark,z form,1.9000000000000004e-05,2.465574026107788,7.014399930019863,False,-,15875,-,-,2.6108131714047836e-05,1.9000000000000004e-05,1,-
fark,y form,1.9000000000000004e-05,4.159316539764404,10.255177160957828,False,-,11566,-,-,1.9001835113218775e-05,1.9000000000000004e-05,2,-
fark,z form,1.9000000000000004e-05,3.704566717147827,8.448277342016809,False,-,11091,-,-,1.901145409959498e-05,1.9000000000000004e-05,2,-
fark,y form,1.9000000000000004e-05,7.697920083999634,21.488003293052316,False,-,11566,-,-,1.9001835113218775e-05,1.9000000000000004e-05,3,-
fark,z form,1.9000000000000004e-05,8.58989691734314,24.43863783206325,False,-,11091,-,-,1.901145409959498e-05,1.9000000000000004e-05,3,-
fark,y form,1.9000000000000004e-05,14.515161514282227,45.86399701505434,False,-,11566,-,-,1.9001835113218775e-05,1.9000000000000004e-05,4,-
fark,z form,1.9000000000000004e-05,14.146001100540161,43.19989539810922,False,-,11091,-,-,1.901145409959498e-05,1.9000000000000004e-05,4,-
fark,y form,1.9000000000000004e-05,16.156776905059814,49.59157058002893,False,-,11566,-,-,1.9001835113218775e-05,1.9000000000000004e-05,5,-
fark,z form,1.9000000000000004e-05,21.744451761245728,70.08990781800821,False,-,11091,-,-,1.901145409959498e-05,1.9000000000000004e-05,5,-
fark,y exact,1.9000000000000004e-05,1803.029141664505,7182.2335703249555,True,-,11084,7154.0,-,1.9000462043808742e-05,1.9000000000000004e-05,-,-
fark,z exact,1.9000000000000004e-05,1802.1431379318237,7177.77235754393,True,-,11086,3266.0,-,1.9004075939275823e-05,1.9000000000000004e-05,-,-
comics,global,1.9000000000000004e-05,45.7214,-,-,-,12696,-,-,1.90099e-05,-,-,-
comics,local,1.9000000000000004e-05,118.279,-,-,-,15875,-,-,2.02617e-05,-,-,-
fark,y form,2.0000000000000005e-05,1.7308063507080078,3.43176800198853,False,-,15863,-,-,2.5586418975394426e-05,2.0000000000000005e-05,1,-
fark,z form,2.0000000000000005e-05,2.3402271270751953,6.487235700013116,False,-,15875,-,-,2.6108131714047836e-05,2.0000000000000005e-05,1,-
fark,y form,2.0000000000000005e-05,3.847592830657959,8.995326246833429,False,-,12338,-,-,2.000095435061733e-05,2.0000000000000005e-05,2,-
fark,z form,2.0000000000000005e-05,4.406204700469971,11.290296173887327,False,-,11858,-,-,2.0003313019905512e-05,2.0000000000000005e-05,2,-
